subject_code_1;subject_code_2;n_cooc;difficulty_score_any
05.564;05.566;835;0.116168
05.564;05.567;1622;0.035758
05.564;05.568;672;0.113095
05.564;05.569;946;0.199789
05.564;05.570;661;0.310136
05.564;05.571;585;0.182906
05.564;05.572;516;0.085271
05.564;05.573;926;0.204104
05.564;05.574;213;0.028169
05.564;05.575;687;0.103348
05.564;05.576;45;0.244444
05.564;05.577;49;0.102041
05.564;05.578;84;0.071429
05.564;05.579;154;0.051948
05.564;05.580;46;0.086957
05.564;05.581;24;0.166667
05.564;05.582;471;0.150743
05.564;05.583;29;0.172414
05.564;05.584;87;0.137931
05.564;05.585;1499;0.054703
05.564;05.586;144;0.145833
05.564;05.587;47;0.148936
05.564;05.588;26;0
05.564;05.589;242;0.099174
05.564;05.590;1192;0.087248
05.564;05.591;290;0.058621
05.564;05.592;16;0.1875
05.564;05.593;143;0.062937
05.564;05.594;35;0.085714
05.564;05.595;1103;0.016319
05.564;05.596;639;0.018779
05.564;05.597;88;0.102273
05.564;05.598;58;0.068966
05.564;05.599;52;0.076923
05.564;05.600;64;0.046875
05.564;05.601;52;0.115385
05.564;05.604;79;0.088608
05.564;05.607;54;0.12963
05.564;05.611;603;0.127695
05.564;05.613;186;0.053763
05.564;05.614;161;0.180124
05.564;05.615;1272;0.011006
05.564;05.616;53;0.150943
05.564;22.400;24;0.083333
05.565;05.554;965;0.219361
05.565;05.555;1342;0.224734
05.565;05.556;1126;0.184843
05.565;05.557;752;0.087227
05.565;05.558;541;0.37451
05.565;05.559;1926;0.277372
05.565;05.560;1530;0.075117
05.565;05.561;685;0.120413
05.565;05.562;1491;0.109955
05.565;05.563;1744;0.051649
05.565;05.564;673;0.203222
05.565;05.565;0;0
05.565;05.566;568;0.084507
05.565;05.567;1456;0.039835
05.565;05.568;632;0.134494
05.565;05.569;522;0.157088
05.565;05.570;1868;0.465203
05.565;05.571;528;0.227273
05.565;05.572;462;0.073593
05.565;05.573;722;0.18144
05.565;05.574;241;0.095436
05.565;05.575;578;0.107266
05.565;05.576;27;0.222222
05.565;05.577;40;0.025
05.565;05.578;84;0.035714
05.565;05.579;129;0.069767
05.565;05.580;34;0.058824
05.565;05.581;25;0.2
05.565;05.582;317;0.14511
05.565;05.583;25;0.2
05.565;05.584;63;0.190476
05.565;05.585;1342;0.043219
05.565;05.586;101;0.138614
05.565;05.587;49;0.183673
05.565;05.588;17;0
05.565;05.589;202;0.094059
05.565;05.590;880;0.068182
05.565;05.591;305;0.108197
05.565;05.592;20;0.4
05.565;05.593;87;0.034483
05.565;05.594;25;0.08
05.565;05.595;1132;0.023852
05.565;05.596;506;0.009881
05.565;05.597;62;0.032258
05.565;05.598;51;0.019608
05.565;05.599;43;0.093023
05.565;05.600;43;0.069767
05.565;05.601;49;0.204082
05.565;05.604;68;0.044118
05.565;05.607;33;0.060606
05.565;05.611;540;0.127778
05.565;05.613;177;0.045198
05.565;05.614;728;0.303571
05.565;05.615;1208;0.020695
05.565;05.616;30;0.133333
05.565;22.400;108;0.324074
05.566;05.554;1607;0.268437
05.566;05.555;807;0.441681
05.566;05.556;678;0.29108
05.566;05.557;1166;0.10241
05.566;05.558;639;0.296185
05.566;05.559;498;0.112033
05.566;05.560;996;0.145646
05.566;05.561;241;0.25
05.566;05.562;666;0.08
05.566;05.563;44;0.05
05.566;05.564;50;0.098485
05.566;05.565;80;0.064516
05.566;05.566;0;0
05.566;05.567;977;0.099284
05.566;05.568;691;0.079595
05.566;05.569;845;0.136095
05.566;05.570;438;0.257991
05.566;05.571;623;0.186196
05.566;05.572;608;0.077303
05.566;05.573;675;0.168889
05.566;05.574;168;0.035714
05.566;05.575;525;0.095238
05.566;05.576;43;0.232558
05.566;05.577;64;0.0625
05.566;05.578;106;0.066038
05.566;05.579;187;0.090909
05.566;05.580;57;0.140351
05.566;05.581;43;0.186047
05.566;05.582;667;0.124438
05.566;05.583;47;0.234043
05.566;05.584;110;0.2
05.566;05.585;641;0.126365
05.566;05.586;184;0.141304
05.566;05.587;60;0.133333
05.566;05.588;19;0
05.566;05.589;332;0.10241
05.566;05.590;573;0.104712
05.566;05.591;272;0.029412
05.566;05.592;17;0.176471
05.566;05.593;187;0.064171
05.566;05.594;37;0.054054
05.566;05.595;339;0.058997
05.566;05.596;243;0.069959
05.566;05.597;100;0.1
05.566;05.598;64;0.0625
05.566;05.599;68;0.044118
05.566;05.600;69;0.115942
05.566;05.601;75;0.093333
05.566;05.604;107;0.084112
05.566;05.607;66;0.121212
05.566;05.611;742;0.110512
05.566;05.613;306;0.114379
05.566;05.614;105;0.152381
05.566;05.615;492;0.03252
05.566;05.616;44;0.159091
05.566;22.400;27;0.111111
05.567;05.554;132;0.166667
05.567;05.555;31;0.172956
05.567;05.556;24;0.2
05.567;05.557;318;0.175
05.567;05.558;35;0.051437
05.567;05.559;80;0.212389
05.567;05.560;1322;0.104167
05.567;05.561;113;0
05.567;05.562;48;0.135747
05.567;05.563;24;0.188159
05.567;05.564;221;0.101124
05.567;05.565;1233;0.076923
05.567;05.566;356;0.130081
05.567;05.567;0;0
05.567;05.568;681;0.077827
05.567;05.569;739;0.170501
05.567;05.570;665;0.291729
05.567;05.571;648;0.183642
05.567;05.572;1254;0.052632
05.567;05.573;790;0.15443
05.567;05.574;613;0.008157
05.567;05.575;1342;0.067809
05.567;05.576;41;0.170732
05.567;05.577;58;0.103448
05.567;05.578;100;0.07
05.567;05.579;164;0.091463
05.567;05.580;48;0.104167
05.567;05.581;39;0.128205
05.567;05.582;556;0.125899
05.567;05.583;48;0.145833
05.567;05.584;109;0.12844
05.567;05.585;1806;0.029347
05.567;05.586;182;0.148352
05.567;05.587;56;0.160714
05.567;05.588;30;0.033333
05.567;05.589;331;0.123867
05.567;05.590;1140;0.070175
05.567;05.591;739;0.012179
05.567;05.592;22;0.136364
05.567;05.593;156;0.064103
05.567;05.594;36;0.055556
05.567;05.595;1538;0.009103
05.567;05.596;658;0.024316
05.567;05.597;89;0.089888
05.567;05.598;65;0.076923
05.567;05.599;67;0.089552
05.567;05.600;58;0.103448
05.567;05.601;73;0.109589
05.567;05.604;102;0.058824
05.567;05.607;58;0.103448
05.567;05.611;685;0.115328
05.567;05.613;248;0.100806
05.567;05.614;199;0.140704
05.567;05.615;1924;0.00104
05.567;05.616;49;0.122449
05.567;22.400;33;0.181818
05.568;05.554;13;0
05.568;05.555;123;0.039331
05.568;05.556;26;0.037106
05.568;05.557;1195;0.072464
05.568;05.558;539;0.109091
05.568;05.559;69;0.109091
05.568;05.560;55;0.119403
05.568;05.561;55;0.172414
05.568;05.562;67;0.135802
05.568;05.563;58;0.122449
05.568;05.564;81;0.222368
05.568;05.565;49;0.082474
05.568;05.566;760;0.27459
05.568;05.567;194;0.027699
05.568;05.568;0;0
05.568;05.569;820;0.135366
05.568;05.570;774;0.366925
05.568;05.571;564;0.207447
05.568;05.572;479;0.045929
05.568;05.573;727;0.191197
05.568;05.574;168;0.02381
05.568;05.575;463;0.086393
05.568;05.576;31;0.16129
05.568;05.577;62;0.016129
05.568;05.578;101;0.039604
05.568;05.579;136;0.022059
05.568;05.580;40;0.05
05.568;05.581;22;0.181818
05.568;05.582;456;0.116228
05.568;05.583;28;0.178571
05.568;05.584;72;0.097222
05.568;05.585;549;0.094718
05.568;05.586;106;0.179245
05.568;05.587;39;0.128205
05.568;05.588;17;0
05.568;05.589;219;0.091324
05.568;05.590;613;0.109299
05.568;05.591;199;0.060302
05.568;05.592;18;0.055556
05.568;05.593;110;0.045455
05.568;05.594;39;0.076923
05.568;05.595;362;0.055249
05.568;05.596;240;0.066667
05.568;05.597;55;0.036364
05.568;05.598;54;0.018519
05.568;05.599;44;0.090909
05.568;05.600;55;0.090909
05.568;05.601;52;0.057692
05.568;05.604;80;0.0875
05.568;05.607;63;0.079365
05.568;05.611;1124;0.145907
05.568;05.613;220;0.068182
05.568;05.614;130;0.192308
05.568;05.615;413;0.048426
05.568;05.616;29;0.137931
05.568;22.400;37;0.189189
05.569;05.554;244;0.204545
05.569;05.555;1408;0.230769
05.569;05.556;44;0.216487
05.569;05.557;26;0.09628
05.569;05.558;1395;0.127721
05.569;05.559;914;0.066351
05.569;05.560;689;0.08871
05.569;05.561;422;0.318519
05.569;05.562;992;0.197505
05.569;05.563;1485;0.089802
05.569;05.564;962;0.174569
05.569;05.565;657;0.081836
05.569;05.566;928;0.065041
05.569;05.567;501;0.089461
05.569;05.568;738;0.121649
05.569;05.569;0;0
05.569;05.570;341;0.269795
05.569;05.571;623;0.23756
05.569;05.572;545;0.12844
05.569;05.573;1066;0.245779
05.569;05.574;157;0.082803
05.569;05.575;482;0.209544
05.569;05.576;37;0.216216
05.569;05.577;66;0.075758
05.569;05.578;97;0.051546
05.569;05.579;111;0.072072
05.569;05.580;22;0.045455
05.569;05.581;20;0.05
05.569;05.582;378;0.145503
05.569;05.583;18;0.277778
05.569;05.584;115;0.252174
05.569;05.585;562;0.186833
05.569;05.586;167;0.245509
05.569;05.587;54;0.222222
05.569;05.588;26;0.115385
05.569;05.589;310;0.177419
05.569;05.590;814;0.186732
05.569;05.591;168;0.130952
05.569;05.592;21;0.238095
05.569;05.593;188;0.164894
05.569;05.594;36;0.111111
05.569;05.595;350;0.137143
05.569;05.596;242;0.128099
05.569;05.597;75;0.16
05.569;05.598;61;0.147541
05.569;05.599;53;0.169811
05.569;05.600;76;0.118421
05.569;05.601;51;0.078431
05.569;05.604;108;0.083333
05.569;05.607;71;0.084507
05.569;05.611;819;0.168498
05.569;05.613;194;0.097938
05.569;05.614;84;0.190476
05.569;05.615;379;0.129288
05.569;05.616;32;0.15625
05.569;22.400;23;0.130435
05.570;05.554;816;0.411316
05.570;05.555;485;0.128852
05.570;05.556;2227;0.057357
05.570;05.557;357;0.163043
05.570;05.558;401;0.04878
05.570;05.559;644;0.083499
05.570;05.560;164;0.25
05.570;05.561;503;0.075472
05.570;05.562;24;0.056818
05.570;05.563;53;0.036036
05.570;05.564;88;0.114286
05.570;05.565;111;0.15
05.570;05.566;35;0.081784
05.570;05.567;20;0.1875
05.570;05.568;269;0.131148
05.570;05.569;32;0.099327
05.570;05.570;0;0
05.570;05.571;482;0.462656
05.570;05.572;399;0.245614
05.570;05.573;708;0.340395
05.570;05.574;198;0.247475
05.570;05.575;474;0.314346
05.570;05.576;24;0.208333
05.570;05.577;38;0.157895
05.570;05.578;60;0.166667
05.570;05.579;127;0.070866
05.570;05.580;31;0.129032
05.570;05.581;17;0.235294
05.570;05.582;183;0.327869
05.570;05.583;21;0.333333
05.570;05.584;56;0.267857
05.570;05.585;597;0.329983
05.570;05.586;71;0.309859
05.570;05.587;25;0.36
05.570;05.588;18;0.055556
05.570;05.589;176;0.289773
05.570;05.590;810;0.345679
